,AIC_AR,AIC_RW,AIC_PAR,alpha,beta,rho,sigma_M,sigma_R,R_sq
SSB-CRS,2358.9862076860854,2359.853784843145,2361.9336156396953,2.995069758598939,0.7407419009714588,0.9556208916386322,0.5499824693239208,0.554891724699654,0.5011665592013295
SSB-SCHN,,,,,,,,,
SSB-AMG,,,,,,,,,
SSB-LANC,1700.7095950612156,1699.7212909184877,1700.3856998872534,23.49285759849412,0.5287864596037507,0.953668491665381,0.43773347133014795,0.3527300657428067,0.6118873503208769
SSB-ON,,,,,,,,,
SSB-SLG,,,,,,,,,
SSB-SWM,,,,,,,,,
SSB-TCBI,,,,,,,,,
SSB-PNW,,,,,,,,,
SSB-NWBI,-2274.6101612899397,-2268.1742296630064,-2271.566978548611,2.7768630107930736,0.10042262066742498,0.9216990329297866,0.06397701400261858,0.04448217350836104,0.682830032914026
SSB-NJR,,,,,,,,,
SSB-GFF,,,,,,,,,
SSB-KOP,1997.1285173758606,1999.6516439971256,1996.0609518825395,11.262238652308255,0.6401625388675105,0.9896944424369599,0.6308516561188824,-0.16172657844386096,0.9386296019856468
SSB-JNPR,,,,,,,,,
SSB-HA,,,,,,,,,
SSB-CVI,,,,,,,,,
SSB-ISBC,,,,,,,,,
SSB-NXGN,,,,,,,,,
SSB-ASTE,,,,,,,,,
SSB-NYT,-37.79102939872109,-32.68204831171704,-32.517224229579256,2.1591202321724814,0.16561083804886917,0.9906794921998625,0.236321127423374,0.02237525774689023,0.9911560883855348
SSB-UNM,,,,,,,,,
SSB-ABG,1496.6694928672491,1496.0141298986894,1495.5387742508365,2.2093735157215164,0.44096254964151377,0.9325989215937469,0.38699317433818725,0.328619025455629,0.5893544612301478
SSB-SPWR,,,,,,,,,
SSB-SYNA,2344.5606651153257,2357.321660849848,2359.946140376383,32.72374869964043,0.3169087565646523,0.9913714746592319,0.7033150761180684,0.3384191539104827,0.8126562592637036
SSB-GIC,,,,,,,,,
SSB-MDC,847.0856841837806,849.8139323636565,851.215843257073,10.419401309464046,0.22995942159082322,0.9497405826834345,0.2700677531583044,0.2506460953461531,0.5435673962249761
SSB-AMKR,,,,,,,,,
SSB-SKYW,,,,,,,,,
SSB-NSIT,1047.6312377372196,1052.398042424276,1050.9970053054524,3.456274038091273,0.36160574562158165,0.9693698411051713,0.37273486891024804,0.16335662458408592,0.8409477683790394
SSB-RUSHA,-38.880585015182646,-37.13520079554428,-35.359895017759754,3.3058871800331087,0.24299311537553545,0.9944438230673207,0.2361294386337829,0.02078594708509912,0.9923318936452786
SSB-BECN,,,,,,,,,
SSB-FHN,,,,,,,,,
SSB-PFS,,,,,,,,,
SSB-ENR,2648.8413613026332,2650.262264972915,2652.736416807598,32.128301938150116,0.6623503356384403,0.9887082450346216,0.804488905287472,0.4098884242413449,0.7948327562632357
SSB-RLI,,,,,,,,,
SSB-ACM,,,,,,,,,
SSB-DBD,,,,,,,,,
SSB-SNV,1331.4503401186798,1336.647395700017,1336.5144404670111,11.006140887848968,0.27728082767001705,0.9789161119274064,0.43430657135048634,0.17722819611897686,0.8585408103585603
SSB-UFCS,490.7877195970925,504.51355057783616,495.853799620054,6.09596453733523,0.3314697704264505,0.9723492430650732,0.3085402576030029,0.011322299137696445,0.9986737572157205
SSB-SBGI,,,,,,,,,
SSB-WW,,,,,,,,,
SSB-SLM,,,,,,,,,
SSB-GBX,,,,,,,,,
SSB-KNX,2101.583565551073,2116.461102337489,2008.8376765769995,13.711288086375216,0.28284923147959923,0.5426746670166901,0.6034471283009734,0.25574850362536405,0.8783136813204371
SSB-CLB,3755.728768187742,3755.717263391161,3759.7173070219324,17.124756821894238,0.9872098505630755,1.0,1.1187271743672382,1.095612578445645,0.5104374577124713
SSB-EQT,,,,,,,,,
SSB-ALE,,,,,,,,,
SSB-APOG,,,,,,,,,
SSB-WABC,,,,,,,,,
SSB-QRTEA,,,,,,,,,
SSB-UHAL,,,,,,,,,
SSB-HRI,,,,,,,,,
SSB-KALU,2050.1723751781255,2052.3593215671376,2053.2095269918927,13.718093936763747,0.7234821413329577,0.9507021877628656,0.5106422393472596,0.43380941207289325,0.586880818820135
SSB-AZZ,,,,,,,,,
SSB-CBSH,,,,,,,,,
SSB-FSLR,,,,,,,,,
SSB-SPR,1328.1485462108108,1331.2071966560427,1332.6818553898443,8.475874522208091,0.2924325157508236,0.994153334432577,0.4670039943721388,0.033193558855853664,0.9949879795668736
SSB-KMPR,,,,,,,,,
SSB-THO,,,,,,,,,
SSB-ACHC,,,,,,,,,
SSB-M,,,,,,,,,
SSB-USM,1323.7300423253519,1324.5322105457085,1324.2096541271262,21.795207764460137,0.36238789761428253,0.9963409146769093,0.33285643817195937,-0.32643688720210456,0.5101937176244178
SSB-LTC,,,,,,,,,
SSB-SAFT,,,,,,,,,
SSB-CMC,122.73035592279359,128.0364452501874,126.53841779697791,7.504105335368439,0.20885713216962443,0.9759800502212874,0.2434572967640047,0.08209291533556089,0.8990090640550739
SSB-MLI,269.363400856784,269.999765298901,271.9292064274846,2.8207049254305048,0.31103108723267286,0.9560575880575773,0.19801620213975898,0.19254920101009448,0.5195426540591465
SSB-XRX,,,,,,,,,
SSB-INT,,,,,,,,,
SSB-NHI,,,,,,,,,
SSB-RCII,,,,,,,,,
SSB-DEI,-271.96693226822197,-272.5817344304195,-271.08396944779247,2.796851625400526,0.2049883954263317,0.9598106454458097,0.1595795332936549,0.13775279614150382,0.577974181861968
SSB-SCL,,,,,,,,,
SSB-WWW,211.0733631870014,210.10304469881441,211.3033798889237,4.847456867811044,0.2573567156935253,0.9582751141912118,0.20801569703775094,0.1689652827107416,0.6075257647850553
SSB-BC,1409.8003675226707,1413.9901342099008,1416.5314107859313,-5.0042014560982935,0.49817343560209815,0.9854350024921955,0.4061344110586295,0.2707800831540338,0.693825120009336
SSB-MTG,,,,,,,,,
SSB-SWN,2418.493067239128,2420.1555378018506,2420.9936914166565,28.960122661752735,0.5220672606902035,0.9788045861886504,0.716139826861262,0.36670741325277595,0.7940113284885287
SSB-JWN,1702.5890629279031,1701.7332109948723,1703.7568738887373,5.558814516163499,0.4772886036919552,0.9681505727458986,0.4265432439435935,0.3676298783388825,0.5776971478103029
SSB-SRCL,,,,,,,,,
SSB-BCO,,,,,,,,,
SSB-CMP,,,,,,,,,
SSB-TOL,1443.6525060025872,1444.6901905045183,1444.1935415029393,10.788649658754213,0.3097802506254657,0.9473615472278467,0.3981720090028269,0.29389684063853977,0.6533918920516887
SSB-HNI,1243.4678114727974,1255.471203313797,1253.3761657944096,3.060889209572675,0.5223902959892828,0.9765515027559142,0.405655327443677,0.19715895069362593,0.8107330987722853
SSB-MIC,,,,,,,,,
SSB-CORE,,,,,,,,,
SSB-PRGO,,,,,,,,,
SSB-WEN,-2397.1051432245786,-2387.13068338294,-2391.558330065447,2.464928721414773,0.04294193417099278,0.8762594831420861,0.055691539519106575,0.04782101302425177,0.5911190056024608
SSB-TGNA,,,,,,,,,
SSB-MAC,,,,,,,,,
SSB-CACI,2434.861944510295,2437.647516706336,2437.9006047408984,31.73755401852936,0.6647270788572516,0.9928349958061832,0.8108687958701398,-0.028359487907176243,0.9987826710875305
SSB-EBIX,,,,,,,,,
SSB-RGR,,,,,,,,,
SSB-LAZ,,,,,,,,,
SSB-SFNC,,,,,,,,,
SSB-HLX,1135.3030261373801,1139.5138921970522,1138.4079895749883,3.8896011450974424,0.3942558565350177,0.9860227372455711,0.4203383344095394,0.06310350681501178,0.9781097461261845
SSB-AUB,,,,,,,,,
SSB-FUL,,,,,,,,,
SSB-TILE,,,,,,,,,
SSB-WNC,,,,,,,,,
UHAL-GCO,,,,,,,,,
UHAL-CRS,,,,,,,,,
UHAL-SCHN,,,,,,,,,
UHAL-AMG,3802.74382775261,3804.895362386542,3795.6241850272513,39.33262770117621,0.5162961118415113,0.8615892828945512,1.2924785472555227,0.933462373738592,0.6731681453432175
UHAL-LANC,,,,,,,,,
UHAL-ON,,,,,,,,,
UHAL-SLG,,,,,,,,,
UHAL-SWM,,,,,,,,,
UHAL-TCBI,,,,,,,,,
UHAL-PNW,,,,,,,,,
UHAL-NWBI,,,,,,,,,
UHAL-NJR,,,,,,,,,
UHAL-GFF,,,,,,,,,
UHAL-KOP,,,,,,,,,
UHAL-JNPR,,,,,,,,,
UHAL-HA,,,,,,,,,
UHAL-CVI,,,,,,,,,
UHAL-ISBC,,,,,,,,,
UHAL-NXGN,,,,,,,,,
UHAL-ASTE,1763.5458668491626,1765.6448115677372,1762.497161589646,19.565437722435682,0.17771791187204403,0.9205587074999075,0.46896188163357083,0.3409564846057518,0.6633065337098966
UHAL-NYT,,,,,,,,,
UHAL-UNM,,,,,,,,,
UHAL-ABG,1460.4648071994598,1460.5550806732151,1454.315952353971,5.869159464763181,0.12559031859727804,0.9231594376782397,0.4315578996654997,0.2472919727663854,0.760029590451068
UHAL-SPWR,,,,,,,,,
UHAL-SYNA,,,,,,,,,
UHAL-GIC,,,,,,,,,
UHAL-MDC,,,,,,,,,
UHAL-AMKR,,,,,,,,,
UHAL-SKYW,,,,,,,,,
UHAL-NSIT,1102.2336034422162,1109.710037880573,1106.6418911670867,7.175147355116936,0.08202440533148625,0.9654920389842936,0.39066046877903426,0.1497653648607186,0.8737954744421241
UHAL-RUSHA,-75.52121833165643,-67.63905218123125,-72.55409311456617,5.367727019285574,0.06923099734002434,0.983001267552657,0.23243587271883653,-0.011010502369624448,0.9977800878516601
UHAL-BECN,,,,,,,,,
UHAL-FHN,,,,,,,,,
UHAL-PFS,,,,,,,,,
UHAL-ENR,2625.350824983816,2632.2394728529184,2629.463992070879,37.71067080491929,0.1886165328908685,0.9730520794616271,0.8605017462960225,0.23682718205990116,0.9304702559423385
UHAL-RLI,,,,,,,,,
UHAL-ACM,,,,,,,,,
UHAL-DBD,,,,,,,,,
UHAL-SNV,,,,,,,,,
UHAL-UFCS,,,,,,,,,
UHAL-SBGI,,,,,,,,,
UHAL-WW,,,,,,,,,
UHAL-SLM,-1919.8694555593265,-1917.9924212284595,-1938.218616777189,2.427702386593716,0.020287563607108913,0.6895434778116896,0.06914858273170925,0.06064923640729819,0.6061100116255594
UHAL-GBX,1408.1446663020033,1411.8094230786055,1412.6171292970573,2.2815992673892063,0.11133746841601388,0.9924951433015335,0.4856454951216984,0.038590133526210116,0.9937488810651199
UHAL-KNX,2105.45141952576,2112.9022789257037,1991.161182201503,16.430567734372506,0.07982504538850951,0.5139724650319928,0.6018556069188835,0.2446146847652761,0.8888528618735411
UHAL-CLB,,,,,,,,,
UHAL-EQT,,,,,,,,,
UHAL-ALE,,,,,,,,,
UHAL-APOG,,,,,,,,,
UHAL-WABC,,,,,,,,,
UHAL-QRTEA,,,,,,,,,
UHAL-SSB,,,,,,,,,
UHAL-HRI,,,,,,,,,
UHAL-KALU,2050.45423875413,2059.09157644116,2050.6018670723242,20.344127586525627,0.18681316163753128,0.8508880305046375,0.5280129719316224,0.41107775093519366,0.640643590202965
UHAL-AZZ,1320.2595995057877,1320.822739902462,1314.8084227142008,10.202606112149766,0.12902156597101883,0.8239119326561686,0.3375450491438262,0.3184243636053291,0.552009095440027
UHAL-CBSH,,,,,,,,,
UHAL-FSLR,,,,,,,,,
UHAL-SPR,,,,,,,,,
UHAL-KMPR,,,,,,,,,
UHAL-THO,1827.1496241089485,1832.2592164247824,1834.7130801885237,10.129805204412081,0.10807857651676073,0.9906086862221903,0.562839033417008,0.21079468268803306,0.8774955888310411
UHAL-ACHC,,,,,,,,,
UHAL-M,,,,,,,,,
UHAL-USM,,,,,,,,,
UHAL-LTC,-77.12057620506118,-75.80315091634645,-72.48191555637459,8.587535357696401,0.061481125338207473,0.9881476565982579,0.1741501718197005,0.15434790030624437,0.5615269633311621
UHAL-SAFT,,,,,,,,,
UHAL-CMC,121.14320596356526,123.86182766300476,118.40190891949305,9.390325062080889,0.055997077522657306,0.9413046694145705,0.22938403014737718,0.11340812859556951,0.8082371332681892
UHAL-MLI,,,,,,,,,
UHAL-XRX,,,,,,,,,
UHAL-INT,1955.9988401945086,1959.491058641623,1956.8176348342488,14.264347161039755,0.13919097091097005,0.8645210755460931,0.45186101207196555,0.45134099923535126,0.5181035656048001
UHAL-NHI,,,,,,,,,
UHAL-RCII,,,,,,,,,
UHAL-DEI,-242.46542158560544,-243.450158578009,-242.89396320460037,4.734083290262971,0.05096422038820706,0.9409791991056765,0.1590190279418275,0.14289376303789014,0.5606497508870232
UHAL-SCL,,,,,,,,,
UHAL-WWW,,,,,,,,,
UHAL-BC,1395.035502719848,1404.1159365410276,1405.3008388743801,-0.625030190858304,0.1337164232137356,0.9826777933815073,0.437726185497977,0.2097979227091642,0.8145116077430242
UHAL-MTG,,,,,,,,,
UHAL-SWN,2415.708679490248,2416.336762490934,2418.323857181969,33.63004635558783,0.13951575581728973,0.9717578686916648,0.6268830278694839,0.5026233835517443,0.6120789285945422
UHAL-JWN,,,,,,,,,
UHAL-SRCL,2724.3935318775702,2723.5278973002964,2723.6546053102365,42.92084811056004,0.22678410182565228,0.913008254272869,0.6555452979282564,0.6671389589690832,0.5023520498222772
UHAL-BCO,,,,,,,,,
UHAL-CMP,,,,,,,,,
UHAL-TOL,1397.1214567601025,1398.8418735774776,1398.4660657753109,13.038789800391044,0.10302330905322928,0.9941343615050826,0.4367518013086578,-0.2080148720610802,0.8155445562421862
UHAL-HNI,,,,,,,,,
UHAL-MIC,,,,,,,,,
UHAL-CORE,,,,,,,,,
UHAL-PRGO,,,,,,,,,
UHAL-WEN,-2434.2252521670134,-2423.5087411877166,-2428.9565076890785,2.7802312568773857,0.013151905364709154,0.8216044292522904,0.051259341677212474,0.050636428349995814,0.5294366142058737
UHAL-TGNA,,,,,,,,,
UHAL-MAC,,,,,,,,,
UHAL-CACI,2432.8056900014053,2437.009174514833,2434.3254252446627,37.62900486633424,0.17698378661705438,0.9889958601130899,0.80547533964975,-0.0847602238076677,0.9891075123504143
UHAL-EBIX,,,,,,,,,
UHAL-RGR,,,,,,,,,
UHAL-LAZ,,,,,,,,,
UHAL-SFNC,,,,,,,,,
UHAL-HLX,,,,,,,,,
UHAL-AUB,,,,,,,,,
UHAL-FUL,,,,,,,,,
UHAL-TILE,283.2636710364111,286.35335684023676,286.69061905286765,3.0417777794239544,0.07550458387257585,0.9258091611701271,0.19935290170861197,0.1940947789443281,0.522799436985514
UHAL-WNC,,,,,,,,,
HRI-GCO,,,,,,,,,
HRI-CRS,,,,,,,,,
HRI-SCHN,,,,,,,,,
HRI-AMG,3701.426135454514,3700.4263463244697,3690.5322785668773,29.874184559151942,3.215600466830086,0.8425186782345004,1.201410897028079,0.9198336122094468,0.649338296643487
HRI-LANC,,,,,,,,,
HRI-ON,,,,,,,,,
HRI-SLG,,,,,,,,,
HRI-SWM,,,,,,,,,
HRI-TCBI,,,,,,,,,
HRI-PNW,,,,,,,,,
HRI-NWBI,-2103.1936854642718,-2092.71233506878,-2120.1771437589427,3.6056762555037802,0.11782513134611676,0.6598664034533258,0.06525246213090698,0.05292394030864987,0.6468510276702001
HRI-NJR,,,,,,,,,
HRI-GFF,-281.369950253217,-280.6043781433003,-280.50244290280875,4.534548702149445,0.3129256920356962,0.9445199511956213,0.16214835607892433,0.1331721650782479,0.6039306147149898
HRI-KOP,1953.2162035999593,1959.9737614316741,1952.9694592637056,14.339180057776508,1.05283853822727,0.8979932446376016,0.5324831819433244,0.35041385732479957,0.7087297713890521
HRI-JNPR,,,,,,,,,
HRI-HA,,,,,,,,,
HRI-CVI,,,,,,,,,
HRI-ISBC,,,,,,,,,
HRI-NXGN,,,,,,,,,
HRI-ASTE,1755.1258896374616,1760.5605008872394,1754.0906343757183,17.125397447092034,1.0162371362395157,0.868936517834668,0.45174411143804216,0.35958825047666615,0.6281036819288863
HRI-NYT,-87.37117236980055,-84.08684682802641,-82.92730324766671,2.7208826822032077,0.2859937174990656,0.9936707161351735,0.23114170573953077,0.012851490387421699,0.9969278844866638
HRI-UNM,,,,,,,,,
HRI-ABG,1374.8676542797798,1374.046128619695,1369.0156049689167,3.3479933642754673,0.8076915878823981,0.9137568677255755,0.39549809568901917,0.2661678250991303,0.6976467406973792
HRI-SPWR,,,,,,,,,
HRI-SYNA,,,,,,,,,
HRI-GIC,,,,,,,,,
HRI-MDC,,,,,,,,,
HRI-AMKR,,,,,,,,,
HRI-SKYW,,,,,,,,,
HRI-NSIT,,,,,,,,,
HRI-RUSHA,-108.4587188841856,-104.22330988980661,-104.88502811470312,4.3226097798801675,0.3978421620798364,0.9806588326813117,0.2178717710248249,0.0704651921344881,0.9061318166953403
HRI-BECN,1069.6695526748845,1069.3983589548607,1065.8339413275705,9.281285444267928,0.6661542178270174,0.8687117046172143,0.30136510055440535,0.2779549484454646,0.5571552829107042
HRI-FHN,,,,,,,,,
HRI-PFS,,,,,,,,,
HRI-ENR,2619.496850317672,2622.521423624276,2622.1252274892604,35.0457843830806,1.0788870100045427,0.9752691895327856,0.815371391481485,0.3548583667443707,0.8424129615062426
HRI-RLI,-192.45170812000026,-191.80758828917578,-214.01326117199665,9.363387140137727,0.27237627720426216,0.5400062787987985,0.14624867850132908,0.16015460686668861,0.5199140362982131
HRI-ACM,1159.9529575534414,1165.1488357597207,1168.076378023513,25.7321955783077,0.669484661526574,0.9777159134448602,0.3112292333820668,0.29868992807650646,0.5233460170833741
HRI-DBD,,,,,,,,,
HRI-SNV,,,,,,,,,
HRI-UFCS,,,,,,,,,
HRI-SBGI,,,,,,,,,
HRI-WW,,,,,,,,,
HRI-SLM,-1956.6540354393549,-1955.9467122203841,-1971.9568142885673,2.0761664931602644,0.12209409899117177,0.6537174075043487,0.06306145665429852,0.06483689336943838,0.5335971461305045
HRI-GBX,1317.7486327193592,1321.8599009974973,1323.0892268124994,-0.13392278858244655,0.7403616318794918,0.9785020371689197,0.4043291685861247,0.2315819973280424,0.7549885773133699
HRI-KNX,2091.878559693536,2105.281126373362,1974.0638006421725,15.07407784018636,0.4788271336165576,0.5113935779283484,0.6030482516709063,0.22645029484203377,0.9037025593847168
HRI-CLB,,,,,,,,,
HRI-EQT,1384.7659199880359,1385.6946525481312,1388.6639477047208,11.75984374929295,0.667192829052832,0.9894392859343036,0.4055347028517066,0.2594080511528496,0.7107239405554102
HRI-ALE,,,,,,,,,
HRI-APOG,,,,,,,,,
HRI-WABC,,,,,,,,,
HRI-QRTEA,,,,,,,,,
HRI-SSB,,,,,,,,,
HRI-UHAL,,,,,,,,,
HRI-KALU,2082.9536422576293,2086.1281654363415,2069.3845942889993,18.17951298454206,1.0237849243217834,0.6959743901190254,0.4941027451553719,0.4605351812860658,0.575810470967178
HRI-AZZ,,,,,,,,,
HRI-CBSH,,,,,,,,,
HRI-FSLR,,,,,,,,,
HRI-SPR,,,,,,,,,
HRI-KMPR,,,,,,,,,
HRI-THO,1729.1326086949962,1734.7756784287253,1737.195488067509,7.187163773618152,0.7903285019132179,0.9884157671990936,0.5137616721399848,0.2527205131309232,0.8060834798181612
HRI-ACHC,,,,,,,,,
HRI-M,,,,,,,,,
HRI-USM,,,,,,,,,
HRI-LTC,,,,,,,,,
HRI-SAFT,,,,,,,,,
HRI-CMC,47.63864986788394,52.03745103505048,47.52717869405126,8.22060230968376,0.36456912812252956,0.9558607164925653,0.22846855559745227,0.09392517928286463,0.8581631764129453
HRI-MLI,,,,,,,,,
HRI-XRX,,,,,,,,,
HRI-INT,1947.7443724905131,1950.792679945031,1948.3962027961284,12.26178502174115,0.8023217455829862,0.8819544536643302,0.4608140748699819,0.43833056286032446,0.5401332206197309
HRI-NHI,,,,,,,,,
HRI-RCII,,,,,,,,,
HRI-DEI,,,,,,,,,
HRI-SCL,,,,,,,,,
HRI-WWW,213.84542764608898,212.91868575507476,209.174155393938,6.274960650598584,0.3814786341802036,0.8914836950793643,0.2064984968574778,0.17037064874459068,0.6083589134811079
HRI-BC,,,,,,,,,
HRI-MTG,,,,,,,,,
HRI-SWN,2368.95858859888,2370.1385394241975,2370.196799219747,30.686755187308698,0.9170988806642953,0.9652326304395488,0.6662096022144794,0.4142340123374937,0.7246973558414228
HRI-JWN,,,,,,,,,
HRI-SRCL,,,,,,,,,
HRI-BCO,,,,,,,,,
HRI-CMP,2216.154325196225,2221.3829138779993,2219.5453987457095,27.82571864856711,0.9411567988785378,0.8786780098753787,0.5135260370152848,0.5157946968155699,0.5134374334031797
HRI-TOL,,,,,,,,,
HRI-HNI,1290.939323567464,1303.770243923527,1298.2817645320279,6.339956892666816,0.7226902056810903,0.8871212960474872,0.3648573842027364,0.2805313758042152,0.6419267402143546
HRI-MIC,,,,,,,,,
HRI-CORE,,,,,,,,,
HRI-PRGO,,,,,,,,,
HRI-WEN,-2471.2093330884295,-2454.1992627352847,-2464.8519192595577,2.542817411730808,0.08317937661173151,0.7642037719976141,0.05151358627850518,0.04853621832234613,0.560826811857634
HRI-TGNA,,,,,,,,,
HRI-MAC,,,,,,,,,
HRI-CACI,2435.650852900931,2442.510904047236,2440.609147019364,35.441473870998166,0.9733496303150021,0.9821767841640311,0.7975545378498258,0.15490599822600745,0.9639598152971082
HRI-EBIX,,,,,,,,,
HRI-RGR,,,,,,,,,
HRI-LAZ,,,,,,,,,
HRI-SFNC,,,,,,,,,
HRI-HLX,1053.5662916929637,1059.4628481592576,1056.146141707299,5.33585966609492,0.6648532577180247,0.9734091333628336,0.39437685723442106,0.10456747426377855,0.935132008164741
HRI-AUB,,,,,,,,,
HRI-FUL,,,,,,,,,
HRI-TILE,,,,,,,,,
HRI-WNC,,,,,,,,,
KALU-GCO,,,,,,,,,
KALU-CRS,,,,,,,,,
KALU-SCHN,,,,,,,,,
KALU-AMG,,,,,,,,,
KALU-LANC,,,,,,,,,
KALU-ON,,,,,,,,,
KALU-SLG,,,,,,,,,
KALU-SWM,,,,,,,,,
KALU-TCBI,,,,,,,,,
KALU-PNW,,,,,,,,,
KALU-NWBI,,,,,,,,,
KALU-NJR,,,,,,,,,
KALU-GFF,,,,,,,,,
KALU-KOP,,,,,,,,,
KALU-JNPR,,,,,,,,,
KALU-HA,,,,,,,,,
KALU-CVI,,,,,,,,,
KALU-ISBC,,,,,,,,,
KALU-NXGN,,,,,,,,,
KALU-ASTE,,,,,,,,,
KALU-NYT,,,,,,,,,
KALU-UNM,,,,,,,,,
KALU-ABG,,,,,,,,,
KALU-SPWR,,,,,,,,,
KALU-SYNA,,,,,,,,,
KALU-GIC,,,,,,,,,
KALU-MDC,,,,,,,,,
KALU-AMKR,,,,,,,,,
KALU-SKYW,,,,,,,,,
KALU-NSIT,,,,,,,,,
KALU-RUSHA,,,,,,,,,
KALU-BECN,,,,,,,,,
KALU-FHN,,,,,,,,,
KALU-PFS,,,,,,,,,
KALU-ENR,2607.6695369220406,2609.0201520565024,2611.6623410256007,30.162248789766622,0.5164563401315574,0.9842330360093531,0.7318470541722472,0.49695571573580666,0.6861230559780812
KALU-RLI,,,,,,,,,
KALU-ACM,,,,,,,,,
KALU-DBD,,,,,,,,,
KALU-SNV,1288.4666177125985,1291.115652891417,1293.284125221402,9.785246118833017,0.2301091715480402,0.9870511721021886,0.4064282964597135,0.21350415595704497,0.7848231080375766
KALU-UFCS,,,,,,,,,
KALU-SBGI,,,,,,,,,
KALU-WW,,,,,,,,,
KALU-SLM,,,,,,,,,
KALU-GBX,,,,,,,,,
KALU-KNX,2078.0490999102835,2086.802860873728,1966.1002212354042,12.2074385882108,0.2548745963328933,0.5002952399664977,0.5898797327557672,0.25241592997043794,0.87923079769565
KALU-CLB,,,,,,,,,
KALU-EQT,,,,,,,,,
KALU-ALE,,,,,,,,,
KALU-APOG,,,,,,,,,
KALU-WABC,,,,,,,,,
KALU-QRTEA,,,,,,,,,
KALU-SSB,,,,,,,,,
KALU-UHAL,,,,,,,,,
KALU-HRI,,,,,,,,,
KALU-AZZ,,,,,,,,,
KALU-CBSH,,,,,,,,,
KALU-FSLR,,,,,,,,,
KALU-SPR,,,,,,,,,
KALU-KMPR,,,,,,,,,
KALU-THO,,,,,,,,,
KALU-ACHC,,,,,,,,,
KALU-M,,,,,,,,,
KALU-USM,,,,,,,,,
KALU-LTC,,,,,,,,,
KALU-SAFT,,,,,,,,,
KALU-CMC,,,,,,,,,
KALU-MLI,198.35149793147593,200.1278730356721,197.5700704081122,2.0954686394414113,0.23690424769476184,0.9462158437330559,0.22798483743173853,0.1373607496352465,0.7389652172404935
KALU-XRX,,,,,,,,,
KALU-INT,,,,,,,,,
KALU-NHI,,,,,,,,,
KALU-RCII,1004.2092521777662,1006.318787768213,1008.9752977072602,6.788906755962266,0.2725134919360255,0.9871895553779065,0.33484777022617046,0.21612867017353124,0.7072427092955049
KALU-DEI,,,,,,,,,
KALU-SCL,,,,,,,,,
KALU-WWW,,,,,,,,,
KALU-BC,,,,,,,,,
KALU-MTG,,,,,,,,,
KALU-SWN,2252.505935037213,2253.178973619451,2254.0451850077834,23.775453278000825,0.5459205332042973,0.9630213087159804,0.5948754859910531,0.4408824989263507,0.6497202689029367
KALU-JWN,,,,,,,,,
KALU-SRCL,,,,,,,,,
KALU-BCO,,,,,,,,,
KALU-CMP,,,,,,,,,
KALU-TOL,,,,,,,,,
KALU-HNI,,,,,,,,,
KALU-MIC,,,,,,,,,
KALU-CORE,,,,,,,,,
KALU-PRGO,,,,,,,,,
KALU-WEN,,,,,,,,,
KALU-TGNA,,,,,,,,,
KALU-MAC,,,,,,,,,
KALU-CACI,2351.3930467210917,2356.295092950572,2355.8434429789945,28.993682659446844,0.5463780347139112,0.9890112618910379,0.776315318462434,0.06350094061408422,0.9933898552167746
KALU-EBIX,1672.2082281698767,1673.239394165705,1676.4045547083115,3.644496780911342,0.23384181547242577,0.9894325017131114,0.4705041659667006,0.2953017021083279,0.7184755303650445
KALU-RGR,,,,,,,,,
KALU-LAZ,,,,,,,,,
KALU-SFNC,,,,,,,,,
KALU-HLX,909.3774014019463,915.985888740872,913.0099081509957,1.1051951131154087,0.3703652929734669,0.9830429069783123,0.37894729272002037,0.027719442294073155,0.9947226550367861
KALU-AUB,,,,,,,,,
KALU-FUL,,,,,,,,,
KALU-TILE,,,,,,,,,
KALU-WNC,,,,,,,,,
AZZ-GCO,,,,,,,,,
AZZ-CRS,,,,,,,,,
AZZ-SCHN,,,,,,,,,
AZZ-AMG,,,,,,,,,
AZZ-LANC,,,,,,,,,
AZZ-ON,,,,,,,,,
AZZ-SLG,,,,,,,,,
AZZ-SWM,,,,,,,,,
AZZ-TCBI,,,,,,,,,
AZZ-PNW,,,,,,,,,
AZZ-NWBI,,,,,,,,,
AZZ-NJR,,,,,,,,,
AZZ-GFF,,,,,,,,,
AZZ-KOP,,,,,,,,,
AZZ-JNPR,,,,,,,,,
AZZ-HA,,,,,,,,,
AZZ-CVI,,,,,,,,,
AZZ-ISBC,,,,,,,,,
AZZ-NXGN,,,,,,,,,
AZZ-ASTE,1777.1029886953609,1778.7460401088024,1777.3823852675691,15.799581156109022,0.6760707781196357,0.9061927523856892,0.4311411489872767,0.39409405145342985,0.5566879998548045
AZZ-NYT,-61.3011239133175,-59.52263758742993,-57.38238196576583,2.468674638426728,0.18146753780233393,0.9959076305475639,0.23433838788486738,0.007537368479537189,0.998968629010181
AZZ-UNM,,,,,,,,,
AZZ-ABG,,,,,,,,,
AZZ-SPWR,,,,,,,,,
AZZ-SYNA,2319.39527770532,2330.2205609992507,2332.7615301608403,32.60359955735582,0.3986478948583592,0.9914446317266884,0.7024366111435798,0.31544473600330186,0.8327759600500796
