,m1,m2,n,BIC,$\delta_0$,$\delta_1$,$\delta_2$,Spread SD,SD($\delta_0$),SD($\delta_1$),SD($\delta_2$),num_conv
SITC-HI,2.0,1.0,1.0,-5572.761048629188,-1.0503681447772284,11.407430358846163,0.0,0.06667001495399281,0.5531026534492115,1.0465381148290849,inf,4
SITC-THG,2.0,1.0,2.0,-5546.066271578317,-2.221301523126147,51.016263735398624,-45.231911488177644,0.07028167668445616,0.003470500104847876,0.011307376724549002,0.0005809141401241593,10
SITC-X,1.0,1.0,1.0,-5607.891009739015,0.9576036428589874,5.117361223533493,0.0,0.06863246112984628,1.0057868240367478,2.1173583105102334,inf,5
SITC-SANM,1.0,2.0,2.0,-5446.618502988078,-0.4310872899582293,11.631122038917578,-8.644243572117784,0.06669541787395605,0.8409614846804381,4.827021143250431,3.795204407416387,8
SITC-KSS,1.0,2.0,2.0,-5484.843757099971,-1.5246180089744328,32.54485626206485,-29.785142860223324,0.06538803304060757,0.1717097614722413,2.145214629963753,1.6953865612757846,10
SITC-CRI,2.0,1.0,2.0,-5329.982844544686,-1.9228910721642574,53.413564446208284,-48.06482346511589,0.07030482978697071,2.353459604062307,38.43077481485599,33.65081159749032,8
SITC-PBI,1.0,1.0,2.0,-5602.195837935935,-1.7410353397755003,29.0667058549294,-21.919365366381488,0.06928224919255965,0.36480730598910727,2.359540084661083,2.5834514619608653,9
SITC-ATO,1.0,2.0,1.0,-5493.115391853264,-1.9578681262383062,11.575387712402184,0.0,0.06873754420260307,1.577118344225728,4.260642258128294,inf,9
SITC-ISBC,1.0,2.0,2.0,-5491.501169326245,-0.8199999785529819,31.856180457787584,-23.523655092348356,0.07029831165427339,0.43363117376887156,2.9751282627318374,3.3429839997810826,8
SITC-AZZ,2.0,1.0,2.0,-5423.788520766021,-2.545414161087763,73.80570239074856,-67.75332549722711,0.06984593026335684,0.09755054027469011,0.3136526922074988,0.5027438621618217,9
SITC-WMK,1.0,2.0,2.0,-5470.956297825118,-1.071434481047898,36.66711800170503,-28.877926481237402,0.0703226384844608,0.5842605225739744,4.749174426580615,5.298518171968967,9
SITC-MOS,2.0,2.0,1.0,-5650.783192648243,0.4097160804517146,0.7914729636554352,0.0,0.06623991261298691,0.7615140525604478,1.108483824901076,inf,10
SITC-WWD,2.0,1.0,2.0,-5616.157842349885,-1.8195006450890832,36.01941219643282,-31.959517480010017,0.06903111748897572,0.3215419809444555,0.7335060840031459,0.4387047537252788,9
SITC-PLXS,2.0,1.0,1.0,-5481.036430840895,-1.3714029261405565,7.978698481014833,0.0,0.07032747613268797,1.6407330376400548,2.1829150367388257,inf,6
SITC-FLS,1.0,2.0,1.0,-5470.694557078902,-0.7725832369501282,8.645434537052488,0.0,0.07023082940733405,1.144429364345674,3.635215935554608,inf,8
SITC-PWR,2.0,1.0,2.0,-5605.978281886057,-1.8744299379374185,48.6645984910559,-44.78397272285789,0.06949978473743719,1.0364548989274618,11.518116997496705,12.014846104774346,7
SITC-WBS,2.0,1.0,2.0,-5316.183373092283,-1.82474891341812,56.621733341761725,-52.2875173517421,0.07025977942165389,1.3916649903471339,14.115617092407115,15.108779479826087,10
SITC-PCH,2.0,1.0,1.0,-5908.588210158441,-2.253377838871606,11.014166629204675,0.0,0.05697862632525258,1.3257075401574898,7.864005244684529,inf,5
SITC-UGI,1.0,1.0,1.0,-5864.969880347994,-2.547075613459344,11.72637197066027,0.0,0.06688876127923202,1.2655743727684334,3.1655985038319168,inf,8
SITC-BC,2.0,1.0,2.0,-5607.936645874483,-2.5019963381882366,43.44518328917215,-35.84733858505045,0.0698705523027941,0.1717104597306162,0.6677606912539074,0.09238250257326068,10
SWX-HNI,1.0,1.0,2.0,-5296.513137559494,-2.7100015867385165,6.57702074287142,7.329760705157191,0.0743890023587785,0.009220199046325,0.021891572873189432,0.054863539205640896,8
SWX-NYT,2.0,2.0,1.0,-4997.096375770992,-1.0001178180614156,9.420309230910542,0.0,0.10454205446317065,0.7810457649188087,1.7256433905763102,inf,9
SWX-GBCI,2.0,2.0,2.0,-4850.132524963131,0.14433095815734953,-11.907900343443014,15.06160063657488,0.08900136155086179,0.14669220235861835,0.21755314964120698,0.14303542963450533,10
SWX-AEO,1.0,2.0,2.0,-4765.970192792073,-1.9453861795908691,7.289796196608562,3.74439161436011,0.12385731204198515,0.4613610992827987,2.1053892844056135,2.613181527419554,7
SWX-PBI,1.0,1.0,2.0,-5030.580545631651,0.02047743759143022,-6.640450333887496,11.60345762679031,0.09790943010484475,0.4039614942767416,3.244056062583747,2.792610755701027,6
SWX-ATO,2.0,1.0,2.0,-5912.329098831534,3.5995878167489583,-122.1876271974786,119.9167151272002,0.05964558999416302,0.025222012050998326,0.1758490336408362,0.14637368132150316,8
SWX-ISBC,1.0,2.0,2.0,-5056.964348650511,-1.622607270631669,28.394440897635842,-15.211625884311436,0.06812364682880112,0.6466858160827239,7.977875201084247,8.824971756883302,5
SWX-UNFI,1.0,1.0,1.0,-5108.130336638333,0.5513292921584722,4.729971466595416,0.0,0.1194076621619317,1.6338223262570022,0.4677904172445116,inf,5
SWX-ABM,2.0,1.0,1.0,-5025.13709098815,0.7145542929676642,6.558390716458424,0.0,0.0789623660765526,0.10173831010199666,0.18099549115770264,inf,3
SWX-WMK,1.0,1.0,1.0,-4942.439492599556,0.46878295863116864,1.8787013117568896,0.0,0.11631123817448855,0.34598291608537196,0.40737281326860064,inf,7
HNI-NNI,1.0,2.0,1.0,-4590.236889129254,-2.784318219122493,5.173483077330914,0.0,0.19900098227055277,0.24236670443448652,0.0862376524454664,inf,9
HNI-CSGS,2.0,1.0,1.0,-4854.699191789136,-3.463100297943388,5.603712824767265,0.0,0.19186241886786787,0.06884462985477488,0.23038856991973858,inf,9
HNI-KFY,2.0,1.0,1.0,-4834.712832625431,-2.2676504712474315,3.5728763101611465,0.0,0.17277939961646624,0.007377084016545272,0.0021640878887181064,inf,10
HNI-NYT,1.0,2.0,1.0,-4866.369959323529,-2.864055105356825,3.3598461816389835,0.0,0.23493012131615007,0.18904277544841547,0.10142820966644164,inf,10
HNI-GBCI,2.0,1.0,2.0,-4911.602227141406,-3.167532060412692,-0.7254265208292304,5.328307226493735,0.20769003636984731,0.00120680632643107,0.004936835231047951,0.01100999675351425,10
HNI-HI,1.0,2.0,2.0,-4974.781978629843,-3.9745309643943343,9.976178865550049,-4.420480465170577,0.19944641928060727,0.0006623557839681322,0.006408908288563458,0.005198968442841057,10
HNI-THG,1.0,1.0,2.0,-4895.585154672446,-3.270898288035861,6.777928657859055,-2.915699413668015,0.15227456943413809,0.00031136172462186746,0.0027429230964064483,0.00263569150713231,10
HNI-WTM,2.0,1.0,1.0,-4462.254335167329,-1.6028200116273315,3.5142190869010985,0.0,0.1834208054370708,0.3179572953411855,0.18240570605058432,inf,10
HNI-HOPE,2.0,2.0,1.0,-4875.3831362506135,-3.4976618557738735,5.271050647841471,0.0,0.2437204809926646,0.22318381087339978,0.04491917914207098,inf,9
HNI-BLMN,1.0,1.0,2.0,-4606.984288188552,-3.4671217827391736,13.281709811338484,-8.728788488005266,0.2426572045601652,0.00031631811797382445,0.006145429706303634,0.00674594548981369,10
HNI-FCF,1.0,2.0,1.0,-4767.872878080717,-2.890451366317416,4.678531554266965,0.0,0.17496281526316945,0.010164178919099834,0.005891881233131075,inf,10
HNI-PBI,2.0,1.0,2.0,-4618.54820563848,-3.3402879979610898,0.7535144444490225,3.3985659699890975,0.22800999815341919,0.0910123568710243,0.09034990965548494,0.06061695686847199,9
HNI-ATO,1.0,2.0,1.0,-4778.1049628699775,-2.67098827111561,5.148448736156103,0.0,0.1658204829015393,0.6914241109615021,0.27932849793298226,inf,10
HNI-ISBC,1.0,2.0,2.0,-4917.425407433953,-3.0549929964104057,12.531372663376818,-9.556801963187816,0.15818845678413299,0.0008990210134215548,0.0061732205838317756,0.006195868342236243,9
HNI-UNFI,2.0,2.0,1.0,-4658.357728889705,-3.055959732845982,6.138990063423551,0.0,0.23866061264858707,3.6688093031306015,5.762831373532771,inf,9
HNI-AEL,2.0,1.0,2.0,-4876.508939120935,-2.7376620849094566,54.11804360816485,-58.07044951410744,0.14092380883402106,0.00025898100141671595,0.006502716975576566,0.00810045554917403,10
HNI-SBRA,2.0,1.0,2.0,-4302.447351558663,-0.7752803936098818,-5.392355844709486,7.955422672356222,0.2070266510494214,1.0105522593363123,3.517358543652056,2.93724501320854,9
HNI-FLO,1.0,1.0,2.0,-4714.473375889963,-3.7366427231399832,40.14614917102567,-37.45682033974957,0.2288086136644853,0.00036726405133691525,0.006089711647881358,0.006336661078336987,10
HNI-AZZ,2.0,1.0,1.0,-4797.517778408524,-2.3001597954270965,1.3586192902380718,0.0,0.21666646130653705,0.07696325386824635,0.05124296510244296,inf,8
HNI-ABM,1.0,1.0,2.0,-4869.091973431809,-2.7807549462871366,21.40551363287866,-18.140267883023814,0.13226589459537255,0.001255664438394098,0.005219555585715519,0.0031314472220513472,10
HNI-WMK,2.0,1.0,1.0,-4776.098007357185,-3.281378836797595,5.361455709486821,0.0,0.2403238930092226,0.3328207013622274,0.1109989443531273,inf,6
HNI-BXS,1.0,2.0,2.0,-4950.921914212372,-3.3366751058089634,1.2190469553752785,3.6493447477399448,0.20327717632170844,0.001043527692293132,0.0072196007022507416,0.005665347276703145,10
HNI-AWI,1.0,2.0,2.0,-4192.689236812324,,,,0.2504698556540565,,,,0
HNI-WBS,1.0,1.0,2.0,-4969.092188232311,-2.921528042218382,4.502885433339905,-0.7044654095518528,0.14786380004229271,0.0004954177607185922,0.0035459244726859813,0.004217829374863671,10
HNI-NWE,1.0,1.0,1.0,-4917.4545312323735,-0.6066308110066937,2.3067326051715145,0.0,0.14065399941439263,1.2444997982370851,1.1482467095779776,inf,10
HNI-UGI,2.0,1.0,2.0,-4645.549102941252,-2.2315877773321047,15.667178704762794,-14.597396471654202,0.14850717041711634,0.0012906997390627363,0.007816064052610998,0.007168132714730904,10
HNI-BC,2.0,2.0,2.0,-4711.664445433283,-2.4950781886545688,-6.619014099952503,8.392414503022426,0.12900719201987093,0.0007804967354256668,0.0008175770949171432,0.0013643811689465122,10
HNI-SAH,1.0,2.0,1.0,-4660.462556706189,-3.0505830503353035,0.6021549975153233,0.0,0.23409241323446497,0.0037304873144701797,0.0019300080112104774,inf,10
CSGS-WIRE,2.0,1.0,2.0,-5088.564479271691,3.071661667302682,-27.699922320658935,26.364418737621623,0.23578756768231096,0.0005930763647946449,0.004392406685335991,0.004651015120345822,10
CSGS-HI,1.0,1.0,2.0,-4950.63141519634,-3.302847349168441,6.556340518609161,-3.833501391346246,0.1990549686549037,0.0003759960374016417,0.004854996358385313,0.006177007011882556,10
CSGS-AEO,2.0,1.0,2.0,-4902.882759572523,3.9991214748778026,32.289741836205025,-34.73520017993212,0.24700474447733517,0.0005231819779037844,0.006734026031353331,0.006950865882522822,8
CSGS-SANM,2.0,2.0,2.0,-4947.160734358853,-2.8285597393826922,3.5586506557694197,-0.6663601559553203,0.18507447053034037,0.03408419476845262,0.005239005173868651,0.026560453914138346,9
CSGS-KSS,1.0,1.0,2.0,-4833.254231354522,3.0321014985322696,14.777473018449609,-17.331297532833222,0.224173282074906,0.0009286189359417757,0.005277827182971886,0.006261642553046124,10
CSGS-CRI,2.0,1.0,2.0,-4719.43780245396,-3.1021222555716017,-12.320719933535052,18.64316940410977,0.15187282386732184,0.0062119739018336225,0.07461774449365774,0.06677253608658076,10
CSGS-SJI,2.0,1.0,2.0,-4362.316878808971,3.5276132563491465,-25.708550759479458,26.368341129702436,0.23454981753776924,1.562918114775811,14.337213984830104,13.90239629044882,9
CSGS-ZGNX,2.0,1.0,2.0,-4950.008909880886,2.9763545596916297,-11.408600415186465,10.263087903472094,0.24621149421929583,0.0785018214088738,12.609223442909087,12.565550040367903,9
CSGS-AEL,1.0,1.0,2.0,-4896.952833610083,-2.7636456697316847,5.919170719587681,-3.4077853731702965,0.14861115539091244,0.0006210440524358894,0.005393454680118171,0.0057355534930182,10
CSGS-ABM,2.0,2.0,1.0,-4834.581506996844,-3.030417963572236,8.067369096473156,0.0,0.13091225161377126,0.01600272455544744,0.1039708651836375,inf,10
CSGS-PLXS,2.0,2.0,2.0,-5004.81616693228,2.82950427372663,-8.791327502719573,5.486811370409235,0.18416452843851372,0.0014535088864650603,0.002338455483977422,0.0022955731845984433,10
CSGS-AWI,2.0,1.0,2.0,-4976.819896940361,2.9672606969127626,19.28246884532728,-20.623342291540773,0.24839124253839945,0.00012466096750785027,0.00041075406488744193,0.0004720392308339427,2
CSGS-UGI,1.0,1.0,2.0,-4971.783822275249,-3.4920675434925634,-23.16805736994892,25.02238154660043,0.17785540771281236,0.0011914193937084122,0.005597202301461959,0.0065718415501609785,10
CSGS-SAH,2.0,1.0,2.0,-5001.855508004931,2.799175229987215,12.32618491658953,-12.310026437128,0.24646255631392736,0.00914012155921163,0.12328719471644985,0.08396187501700011,5
KFY-WIRE,1.0,1.0,1.0,-4466.714426295885,0.02045544410286665,-2.4968593252234585,0.0,0.37273593916813375,1.0492851591058758,0.54629699623927,inf,6
KFY-HI,1.0,1.0,1.0,-4117.654931964135,-3.0462181923202336,4.999831946147956,0.0,0.24762670624029268,0.20158301115160435,0.24323997486183938,inf,7
KFY-X,1.0,1.0,1.0,-4040.2762713070456,1.169904382629948,-3.3440351023976413,0.0,0.38369223444695905,0.3876393894687072,0.24365796656666056,inf,4
KFY-PWR,1.0,2.0,1.0,-3879.381194544872,1.7286489217842371,-3.6707346336419744,0.0,0.38165638052887535,0.2782896290954928,0.1519195466517541,inf,8
KFY-WBS,2.0,2.0,1.0,-4291.620314951456,-0.5643544736464038,-1.1768744019812725,0.0,0.1331208004966396,0.5761177026015645,0.13845219611681372,inf,6
GBCI-X,1.0,1.0,1.0,-4671.3054440784645,9.523395443509882,-19.595057790719512,0.0,0.2752779749132467,4.3350628473613835,6.98810331040024,inf,4
GBCI-MTZ,2.0,2.0,1.0,-4399.9291752960335,4.096701134928122,3.1758152071111123,0.0,0.27190572298317844,1.2169400260698018,13.510733718624993,inf,2
GBCI-BLMN,2.0,1.0,1.0,-4509.0447503614105,5.7267044201244115,-12.372346720000614,0.0,0.27360487329318534,0.5155355240252576,0.9855473100699895,inf,6
GBCI-SJI,1.0,2.0,2.0,-4342.407263168516,3.060614634334184,-17.608086759389646,9.445082839939017,0.2785993145097521,0.6766354086278695,1.8347707336947248,2.6406471095066606,7
GBCI-ZGNX,1.0,1.0,1.0,-4603.327505108002,6.793387506723076,-16.556848012248935,0.0,0.26867826464281214,0.45855581446007665,0.9631150730305992,inf,7
GBCI-UNFI,2.0,2.0,2.0,-4541.66937350638,0.0496218749965997,-3.154853929054533,0.388122403182513,0.26385653482926413,1.4646442468770495,1.1489353719483246,1.549648483147365,9
GBCI-FLS,2.0,1.0,1.0,-4755.029241725378,11.96204461352875,-27.09312706361822,0.0,0.26975357402177247,0.12573746966348237,0.27466154191109415,inf,5
HI-AEO,1.0,1.0,2.0,-4595.611346316896,1.6512204217383706,41.7866751940523,-38.02963920434212,0.1273531178892309,0.16350960439733772,1.3764292335594874,1.2857602969255806,9
HI-FCF,1.0,2.0,2.0,-5081.33856096302,-3.228346138471022,2.266811017848501,10.695147970289623,0.08810921799908641,0.00959199273520957,0.26183133855773033,0.28718928873939925,9
HI-UNFI,1.0,1.0,2.0,-5145.5148654349305,1.5882897248144534,27.53549322312012,-23.950005463595414,0.13196927260816335,16.61121640511574,85.70166250109577,21.511546176320476,8
HI-FLO,1.0,1.0,2.0,-5044.097447446864,1.9763745788024067,51.47184992963475,-45.38240484402401,0.1528131825388644,0.0005473217399748325,0.0054552834102537485,0.005773023487192993,10
HI-WWD,1.0,2.0,2.0,-5214.949646996766,-2.7923976440784894,29.203210282440715,-26.614992267494273,0.08702809234071372,0.000600579171890451,0.006503140753753023,0.005845543596977396,10
THG-KSS,1.0,1.0,2.0,-4835.627543498277,-3.5807103919095638,33.68502708039653,-31.002483098964124,0.298217350693779,0.00014626655050915469,0.002054864690694348,0.002025272942318596,10
THG-PBI,2.0,1.0,2.0,-4875.010270820359,3.061988782319659,-8.017559026169295,5.759227674620918,0.27997337774603775,0.00040273282681312225,0.005465533274670077,0.005316651045775391,10
THG-SJI,1.0,2.0,1.0,-4450.448323060199,1.939578391016884,-2.3676103016998638,0.0,0.32997252115478254,4.4721112382715,7.190149447795776,inf,8
THG-SBRA,2.0,1.0,1.0,-4926.029814736458,-1.5777383487315584,1.6413559324064448,0.0,0.3292111560320155,0.6471424396759355,0.8545284317337045,inf,9
THG-ABM,1.0,1.0,2.0,-4542.111819536408,-2.5984952365030765,30.489383891205613,-29.882550124861535,0.1717101291229919,0.00043603490416658917,0.0046600926021284975,0.003981345033839031,10
THG-WMK,2.0,1.0,2.0,-4573.072748436427,-0.5826769878214427,15.204213395971262,-13.577932443255243,0.3300151958289519,0.8700707719404777,4.167391012709112,3.8205472372797167,8
THG-PLXS,1.0,2.0,1.0,-4833.369507603491,3.308449076519751,-3.1278710677846413,0.0,0.2677765295393915,0.005439182869078546,0.0025847697820708692,inf,10
THG-GRPN,1.0,2.0,1.0,-4363.597947789797,1.0522403461474188,2.720361156049301,0.0,0.29899846427698484,0.7974501950274369,0.11462998021766116,inf,6
THG-WBS,1.0,1.0,1.0,-5164.959872595549,-3.0306097133666263,11.048787479187283,0.0,0.10729041025927342,1.62695246741418,3.4620218734264667,inf,7
THG-UGI,2.0,1.0,1.0,-4591.442760872912,-0.6781210356453609,5.7965089702959345,0.0,0.16251622536389992,0.3669759716230797,0.1356394247246203,inf,10
THG-SAH,2.0,2.0,2.0,-4593.54242641542,0.23833438487174805,-15.412759513602655,14.513890503240166,0.32712713417012634,1.4441864693279798,3.8094524082379517,4.53339160343082,9
THG-RPT,2.0,1.0,1.0,-4418.015159403489,-1.2153427814671052,3.6322599971616185,0.0,0.22815473594306415,0.8337751590547395,1.0976491283786682,inf,9
X-LZB,1.0,1.0,1.0,-4323.318910986797,-2.442106498854973,3.7558177903665015,0.0,0.28847552648328584,0.1318257648524153,0.0944570695979525,inf,10
X-WTM,2.0,2.0,1.0,-4188.92738973093,-3.3819669267490027,5.782376083396338,0.0,0.26693569450605675,0.07884714084364929,0.07253100805464714,inf,10
X-HOPE,1.0,1.0,1.0,-4293.772230844734,-2.3576484117574443,4.0681492407756705,0.0,0.2850827103437884,0.8977075306538782,0.9891207438134426,inf,10
X-BLMN,1.0,1.0,1.0,-4405.254419790264,-3.1172980930403966,4.291042173993504,0.0,0.2887509044458579,0.12961312353822554,0.05764088868695391,inf,5
X-FCF,2.0,1.0,2.0,-4392.039751205553,-2.6933664641041277,-12.630009957111627,16.363768226634093,0.28814780701948284,0.2996742632687772,7.943524089453306,7.305788440261991,5
X-CRI,2.0,1.0,2.0,-4337.53953469006,-2.9482352026422207,-9.45279309152511,13.837138201228932,0.2861989509440905,0.0017637218567464056,0.0053640560578116295,0.007301642524474257,8
X-ATO,1.0,1.0,2.0,-4335.967177309206,-3.118170992176128,-4.589279738921963,9.499209940451081,0.2844148632560962,0.10611667771061618,0.2323299211015869,0.35077598830009504,7
X-ZGNX,1.0,2.0,1.0,-4377.714688279319,-2.21656058063795,3.524846556675735,0.0,0.2889487651809555,0.06433748996365313,0.10799739530808947,inf,10
X-ISBC,2.0,1.0,2.0,-4323.897831911244,-3.0832418071169556,-9.170360457706598,13.762538981264889,0.2880374281738409,0.057160103635590535,0.13858913953794047,0.20377085341159287,9
X-AEL,2.0,2.0,1.0,-4359.501877886706,-2.320473059903566,3.3172557741099853,0.0,0.2843516200645332,0.2670958285890332,0.13388264499418953,inf,7
X-ABM,2.0,2.0,1.0,-4280.530299533426,-2.396555676024379,3.7695211868900573,0.0,0.288713966949972,0.3840398399544109,0.3026340319431296,inf,10
X-WMK,1.0,1.0,1.0,-4420.37581012689,-2.220970300880801,3.4581111323352496,0.0,0.2874900414009863,0.1627551081249076,0.10590084416467525,inf,9
X-MOS,1.0,2.0,2.0,-4491.804161014925,-3.7973531138702747,-9.759953984438212,15.902688557614795,0.281234200416279,0.02960408797181289,0.00447173382026159,0.04967298881398863,10
X-WWD,1.0,2.0,1.0,-4410.944569971432,-1.8836011323436201,2.881785142696499,0.0,0.2737353061835017,0.4204782463508148,0.2926487008209487,inf,10
X-BXS,1.0,1.0,1.0,-4376.599105694204,-2.24894730763768,3.5575367953048698,0.0,0.28896566102301885,0.4461094395240266,0.3058897386316885,inf,10
X-WBS,1.0,1.0,2.0,-4237.870346004154,-3.260686516934539,-6.8847918750828825,11.928328696946133,0.28460808071931487,0.0016513832402926937,0.00579063443320011,0.007731985489911939,10
X-NWE,1.0,1.0,2.0,-4376.088126859309,-2.864249869090868,-8.360111132342885,12.611437688163539,0.2885033220147252,0.0014667623501770078,0.003699217179883747,0.00524352602278089,10
X-BC,1.0,2.0,1.0,-4361.703327793556,-2.2736512197698664,3.585229061937566,0.0,0.2889302876871298,0.3766789339672369,0.24866370172512392,inf,9
WTM-CRI,2.0,1.0,2.0,-5319.444820191423,-1.8135143611268556,31.329433383969388,-22.51350600657529,0.07448844783147507,0.01748952517377811,0.3190706081422969,0.33298972953127703,10
WTM-AEL,1.0,1.0,1.0,-5239.31393069862,,,0.0,0.09100175110829847,,,inf,0
WTM-PLXS,1.0,2.0,2.0,-5487.229645567152,1.546650341231218,-22.457985354329576,17.765361556799782,0.11232338570610947,1.529792942641047,15.245485271812253,14.780475732751334,6
WTM-PCH,1.0,2.0,1.0,-5307.571299774882,0.8359021792392582,5.841435228914964,0.0,0.09172240760002638,0.6564188557134382,1.2991416192060623,inf,6
MTZ-KSS,2.0,1.0,1.0,-4087.753302239388,-1.5831354171742633,1.3413057663583272,0.0,0.2706997401406347,0.5354370847860839,0.26651764341199596,inf,10
MTZ-HOPE,2.0,2.0,1.0,-4220.252654739204,-0.05740888193522993,0.7936919238526567,0.0,0.29031536159826676,0.7431867563953236,0.25090318559859043,inf,6
MTZ-FCF,2.0,1.0,1.0,-3491.8611016737773,-0.17997366128538225,1.305649595223328,0.0,0.2523493236625082,3.9644311437015562,2.1012624613918893,inf,3
MTZ-PBI,2.0,2.0,1.0,-4271.328070358572,-1.520875957372581,-0.8117368003246006,0.0,0.29089870409079466,0.05159246827851739,0.038207205415984824,inf,7
MTZ-ZGNX,1.0,1.0,1.0,-4240.624490784067,-0.7106056148657178,-2.209632636401885,0.0,0.2564123677833805,0.2437140494788414,0.4245046592979555,inf,8
MTZ-AEL,2.0,1.0,2.0,-3948.967973289528,-1.2220814928779835,-2.878500911536939,3.9931688047198355,0.2543226792556096,0.06923459476225827,0.11209762554086829,0.14938029747871168,10
MTZ-SBRA,1.0,1.0,2.0,-4186.49118182727,-1.1575098159886483,-1.2703434769866282,1.1197530555899842,0.28758039702030513,0.24847495817196574,0.06002806770846892,0.27006751654177497,8
MTZ-WMK,1.0,2.0,1.0,-4601.120058296548,1.1969452381452146,3.070668335914365,0.0,0.28556709556555626,0.4723358868258192,1.5492674493919494,inf,8
MTZ-PLXS,2.0,2.0,2.0,-4309.206766293913,-1.844235304529231,-0.4883651039309538,0.7509560257904577,0.2892322604125787,0.011375865632835146,0.05213250085240561,0.04567999389603975,9
MTZ-BXS,2.0,1.0,1.0,-4089.17121329888,-1.1431146304994781,0.9316411110172673,0.0,0.28027050255149777,0.8268089998613343,0.5590377840917201,inf,8
MTZ-GRPN,1.0,1.0,2.0,-4340.550346221339,1.855039141286554,7.5432682998989256,-6.506304599646683,0.24111049782627084,0.11809437281141258,0.019746400272677753,0.13464646868984476,9
MTZ-SAH,2.0,1.0,1.0,-4225.166338591301,-0.7582252554717979,-0.31523860335179027,0.0,0.28971990463193353,0.6084503696579749,0.7956940152131067,inf,9
KSS-HOPE,2.0,1.0,1.0,-5000.07150704876,-3.3816803368996915,3.519517673701432,0.0,0.20797516807062025,0.00848479751557851,0.0034806496907573894,inf,10
KSS-CRI,2.0,2.0,2.0,-5077.175924111893,-3.4005884341205066,2.7283633665359086,1.77187904306009,0.16021422813708605,0.026809577579631517,0.040715686059709655,0.10176264902420447,9
KSS-SJI,1.0,1.0,2.0,-4983.521497384356,-3.145704665044069,3.4734382131501294,-3.0358729949496697,0.20508226232733343,0.0012159483721099127,0.003203341653565059,0.00482748470622212,10
KSS-ATO,1.0,1.0,1.0,-5018.645005068714,-3.3004671568881863,4.055993220060266,0.0,0.1880182063281191,0.19523196853805833,0.08745588575679028,inf,10
KSS-NRG,2.0,1.0,2.0,-4938.31139139415,-3.03296330745768,-7.981783397543324,9.397040598218043,0.20625763247012774,0.0,0.0,0.0,1
KSS-ZGNX,2.0,2.0,2.0,-4808.346587463167,,,,0.20631222093273818,,,,0
KSS-ISBC,2.0,1.0,1.0,-5088.217546575277,-3.457214564183627,5.532511572809098,0.0,0.17424829181872764,0.008789651798157421,0.003678880226434873,inf,10
KSS-SBRA,2.0,2.0,1.0,-4364.9690358536,,,0.0,0.1462579222789319,,,inf,0
KSS-FLO,2.0,1.0,1.0,-5011.489313574124,-3.2789703886694563,3.203323496744156,0.0,0.20807322575142564,0.002371237191384276,0.0011528562622562342,inf,10
KSS-WMK,1.0,2.0,2.0,-4714.741065593525,-3.560987708988785,-0.2264267457602233,3.474911390703037,0.18958783462537918,0.030534153541617582,0.18731063722843672,0.16580358348762075,9
KSS-MOS,2.0,2.0,2.0,-4699.976382642671,,,,0.20800064188908446,,,,0
KSS-BXS,2.0,1.0,2.0,-4942.793335963249,1.2230593441448554,-15.235379843259595,53.73024579296554,0.18544607618820175,0.0,0.0,0.0,1
KSS-PWR,1.0,2.0,2.0,-4992.421293936703,-3.314863608643022,-0.8297165742931483,3.428364754557488,0.20561940403023052,0.0012649781229722807,0.005203321128101379,0.00553569556549884,10
KSS-AWI,2.0,2.0,1.0,-4641.7636069626415,-2.751653274511315,2.6527445533624343,0.0,0.19795506468634014,0.0052336683918951365,0.0016440218174487695,inf,10
KSS-WBS,1.0,2.0,2.0,-5014.537069583772,-3.8321969070817135,7.663284966290766,-0.9531438678633699,0.17218709632924556,0.0034114692137138273,0.008880817823599157,0.0091496953646326,10
KSS-PCH,1.0,1.0,1.0,-5077.1225985172805,-2.5912681095714634,1.616736849829609,0.0,0.20901931712963515,0.0,0.0,inf,1
KSS-NWE,2.0,1.0,1.0,-4923.628610429435,-3.611415171283329,4.644475289392863,0.0,0.1731771699607286,0.008935217827235614,0.0027283117950453865,inf,10
KSS-UGI,2.0,1.0,2.0,-4991.330673321774,-3.6215629327940513,1.3048260899838586,3.585479915771725,0.1700477087803341,0.0013736513795723018,0.0037465418123690487,0.0039869348744636405,10
KSS-RPT,1.0,1.0,2.0,-4749.575755413387,-4.293601369677103,14.625605440327789,-6.196856709196509,0.14347332054340972,0.0004933225585122753,0.004869347623451155,0.005603313829442335,10
HOPE-BLMN,2.0,1.0,1.0,-4816.446112837146,1.7638815125989347,-1.699987175214118,0.0,0.13391048251450535,0.6183048174212591,24.34713507074305,inf,3
HOPE-PBI,1.0,2.0,1.0,-4958.805444735435,2.6823538138859737,-11.034299624004033,0.0,0.10960047142947094,0.2238916187690328,2.8151996466764277,inf,9
HOPE-UNFI,2.0,2.0,1.0,-4976.279545391272,2.816895359254053,-6.151966807468202,0.0,0.13394889234209856,0.11120118019970962,0.24558151423348393,inf,4
HOPE-AEL,2.0,2.0,1.0,-4831.739259597343,3.056644484040643,-9.913920663875635,0.0,0.10994002530877743,0.66266058652981,2.07466346597362,inf,4
HOPE-ABM,2.0,2.0,2.0,-5051.895707147121,3.7776624394864733,-14.017350010355226,0.342223044868857,0.11100540956129498,0.1053197147185425,0.2677567708322647,0.040155974676715694,9
